school_id,name,careers_link,rows_now,verdict,evidence
913,CUNY Lehman College,https://cuny.jobs/campus/lehman-college/job-category/faculty/jobs/,3,looks-ok-now,links=12 inline=6 roles=8 paging=n iframes=0 text=2466
914,Fordham University,https://www.fordham.edu/info/30759/faculty_opportunities,3,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=5486
916,University of Mount Saint Vincent,https://mountsaintvincent.edu/employment-opportunities/,1,inline-listing,links=2 inline=5 roles=6 paging=n iframes=0 text=2434
917,CUNY Brooklyn College,https://cuny.jobs/campus/brooklyn-college/job-category/faculty/jobs/,0,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=1943
918,CUNY Medgar Evers College,https://cuny.jobs/campus/medgar-evers-college/job-category/faculty/jobs/,1,looks-ok-now,links=8 inline=2 roles=2 paging=n iframes=0 text=2171
921,St. Francis College,https://www.sfc.edu/why-sfc/careers-at-sfc,3,unclear,links=6 inline=6 roles=10 paging=n iframes=0 text=7564
923,Long Island University,https://jobs.liu.edu/job_details/4967,1,unclear,links=1 inline=0 roles=2 paging=n iframes=0 text=3061
925,D'Youville  University,https://dyouville-university.prismhr-hire.com/job/726161/college-of-osteopathic-medicine-chair-primary-care,3,inline-listing,links=3 inline=1 roles=8 paging=n iframes=0 text=7677
927,SUNY Buffalo State University,https://jobs.buffalostate.edu/,1,looks-ok-now,links=8 inline=0 roles=0 paging=n iframes=0 text=2770
929,Villa Maria College,https://www.villa.edu/about-us/employment-opportunities/employment-application/,1,inline-listing,links=1 inline=1 roles=6 paging=n iframes=0 text=33883
930,SUNY College of Technology at Canton,https://canton-accommodate.symplicity.com/,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=147
931,St Lawrence University,https://careerhub-clarkson.icims.com/jobs/search?hashed=-625885781&mobile=false&width=1246&height=500&bga=true&needsRedirect=false&jan1offset=-300&jun1offset=-240,0,iframe-listing,links=1 inline=1 roles=1 paging=n iframes=4 text=4211
935,State University of New York at Cortland,https://www2.cortland.edu/offices/hr/jobs,3,looks-ok-now,links=10 inline=0 roles=2 paging=n iframes=0 text=4982
939,Elmira College,https://www.elmira.edu/welcome-to-elmira/about-ec/careers/careers,0,blocked,page could not be fetched
940,Farmingdale State College,https://farmingdale.interviewexchange.com/static/clients/383FAM1/index.jsp,2,unclear,links=2 inline=1 roles=2 paging=n iframes=0 text=964
943,SUNY College at Geneseo,https://www.geneseo.edu/provost/applying-for-faculty-positions,1,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=4614
944,Hobart William Smith Colleges,https://www.hws.edu/offices/hr/employment-opportunities/faculty.aspx,2,unclear,links=3 inline=0 roles=2 paging=n iframes=0 text=5109
951,CUNY York College,https://cuny.jobs/campus/york-college/job-category/faculty/jobs/,1,looks-ok-now,links=8 inline=2 roles=2 paging=n iframes=0 text=2119
953,Siena College,https://siena.interviewexchange.com/jobsearchfrm.jsp,2,unclear,links=2 inline=0 roles=1 paging=n iframes=0 text=581
955,Iona University,https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=F28471DFA0F4183976163E181A695BE1,0,blocked,links=10 inline=0 roles=19 paging=n iframes=0 text=3724 wall/challenge
959,Boricua College,https://www.boricuacollege.edu/careers,1,unclear,links=2 inline=0 roles=0 paging=y iframes=0 text=3391
962,CUNY Graduate School and University Center,https://cuny.jobs/campus/graduate-center/job-category/faculty/jobs/,1,looks-ok-now,links=8 inline=2 roles=2 paging=n iframes=0 text=2157
963,CUNY Hunter College,https://cuny.jobs/campus/hunter-college/job-category/faculty/jobs/,3,looks-ok-now,links=10 inline=3 roles=5 paging=n iframes=0 text=2367
965,Columbia University in the City of New York,https://academic.careers.columbia.edu/,1,inline-listing,links=2 inline=14 roles=25 paging=n iframes=0 text=4506
969,Metropolitan College of New York,https://www.paycomonline.net/v4/ats/web.php/portal/0AFB6B93B59D609A2037FAB5547D9B02/career-page,0,blocked,links=5 inline=0 roles=1 paging=n iframes=0 text=2391 wall/challenge
970,New York University,https://www.nyu.edu/about/university-initiatives/nyu-irl.html,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=12409
971,Pace University,https://secure6.saashr.com/ta/6000630.careers?CareersSearch,1,inline-listing,links=1 inline=1 roles=15 paging=n iframes=0 text=7982
973,The King's College,https://www.tkc.edu/?page_id=1006,2,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=2927
977,Mount Saint Mary College,https://workforcenow.adp.com/mdf/recruitment/recruitment.html?cid=9553338f-c93c-40ce-9a23-04b38f1294de&jobId=579084&lang=en_US,1,wrong-url,links=0 inline=2 roles=4 paging=n iframes=0 text=3561
979,New York Institute of Technology,https://www.nyit.edu/human_resources/careers,1,iframe-listing,links=2 inline=0 roles=0 paging=n iframes=1 text=2003
983,Dominican University New York,https://www.duny.edu/category/employment-opportunities/,0,blocked,page could not be fetched
987,Clarkson University,https://careerhub-clarkson.icims.com,0,iframe-listing,links=0 inline=1 roles=1 paging=n iframes=4 text=4161
992,SUNY at Purchase College,https://jobs.purchase.edu/,3,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=2004
993,CUNY Queens College,https://cuny.jobs/campus/queens-college/job-category/faculty/jobs/,1,looks-ok-now,links=8 inline=2 roles=4 paging=n iframes=0 text=2144
999,St. John Fisher University,https://www.sjf.edu/services/human-resources/career-experience/,1,unclear,links=3 inline=0 roles=3 paging=n iframes=0 text=3443
1001,Molloy College,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=f1758074-bb0b-4d6b-8d46-3a90ce325365&ccId=19000101_000001&lang=en_US,1,wrong-url,links=0 inline=0 roles=0 paging=n iframes=0 text=4226
1003,Empire State University,https://esc.interviewexchange.com/static/clients/397ESM1/index.jsp?catid=802,2,unclear,links=2 inline=0 roles=2 paging=n iframes=0 text=1174
1004,Skidmore College,https://www.skidmore.edu/advancement/giving-opportunities/index.php,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=5012
1006,St. Thomas Aquinas College,https://stac.edu/offices/human-resources/employment-opportunities/faculty-positions/,1,inline-listing,links=3 inline=2 roles=29 paging=n iframes=0 text=14904
1007,College of Staten Island CUNY,https://cuny.jobs/campus/college-of-staten-island/job-category/faculty/jobs/,1,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=1881
1009,Stony Brook University,https://stonybrook-advocate.symplicity.com/collections/reportit/4a9adc9d6aa24c3cf581ea5daa46cd25,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=2968
1014,Rensselaer Polytechnic Institute,https://rpi.dc4.pageuppeople.com/dashboard,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=626
1017,Utica University,https://www.utica.edu/hr/employment.cfm,2,unclear,links=2 inline=0 roles=3 paging=n iframes=0 text=8383
1024,Baldwin Wallace University,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=4ca93b73-7ad8-4b7e-9865-fba9ae4e8e47&ccId=9200344927168_2&lang=en_US,1,inline-listing,links=0 inline=0 roles=6 paging=n iframes=0 text=2509
1029,Wright State University-Lake Campus,https://jobs.wright.edu/,3,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=1718
1031,Mount St. Joseph University,https://www.msj.edu/employment-at-the-university/index.html,2,unclear,links=3 inline=2 roles=2 paging=n iframes=0 text=6516
1036,Case Western Reserve University,https://apply.interfolio.com/31694/positions,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=3063
1037,Cleveland State University,https://www.csuohio.edu/hrd/hr-employment,1,unclear,links=5 inline=0 roles=0 paging=n iframes=0 text=4500
1042,Ohio Dominican University,https://www.ohiodominican.edu/about/human-resources/index.html,3,unclear,links=4 inline=0 roles=0 paging=n iframes=0 text=4117
1044,University of Dayton,https://careers.pageuppeople.com/875/cw/en-us/subscribe,1,unclear,links=3 inline=1 roles=1 paging=n iframes=0 text=3001
1045,Wright State University-Main Campus,#VALUE!,0,blocked,page could not be fetched
1046,Defiance College,https://www.defiance.edu/employment-opportunities/,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=22466
1050,Denison University,https://apply.interfolio.com/11076/positions,1,unclear,links=1 inline=0 roles=4 paging=y iframes=0 text=3585
1052,Hiram College,https://www.hiram.edu/about-hiram-college/human-resources/careers-at-hiram/,0,blocked,links=0 inline=0 roles=0 paging=n iframes=0 text=105 wall/challenge
1053,Kent State University at Kent,https://jobs.kent.edu/,2,unclear,links=4 inline=0 roles=0 paging=n iframes=0 text=8388
1055,Ohio State University-Lima Campus,https://lima.osu.edu/weserve/weserve-volunteer-opportunities,1,inline-listing,links=1 inline=9 roles=9 paging=n iframes=0 text=3452
1057,Ohio State University-Marion Campus,https://osumarion.osu.edu/engineering/career-opportunities-engineering,2,unclear,links=5 inline=2 roles=1 paging=n iframes=0 text=7773
1060,Muskingum University,https://www.muskingum.edu/human-resources/careers,3,unclear,links=3 inline=0 roles=2 paging=n iframes=0 text=4592
1061,Walsh University,https://www.walsh.edu/careers.html,2,unclear,links=5 inline=0 roles=0 paging=n iframes=1 text=2906
1064,Lake Erie College,https://www.lec.edu/career-closet,3,unclear,links=5 inline=0 roles=0 paging=n iframes=0 text=2622
1068,Franciscan University of Steubenville,http://franciscan.edu/faculty-openings/,3,paginated,links=4 inline=4 roles=11 paging=y iframes=0 text=5800
1069,Lourdes University,https://recruiting.paylocity.com/recruiting/jobs/All/6800f223-2b60-47fe-ba0e-3602afc127d6/Lourdes-University,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=12102
1070,Heidelberg University,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=e95d68be-1e4e-4259-96d9-6c28cf64c801&ccId=19000101_000001&lang=en_US,1,inline-listing,links=0 inline=0 roles=12 paging=n iframes=0 text=2602
1077,Wilmington College,https://www.wilmington.edu/about/employment,2,unclear,links=2 inline=1 roles=1 paging=n iframes=0 text=7678
1082,Northwestern Oklahoma State University,https://nwosu.jotform.com/form/app-for-employment-non-exemt,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=191
1086,University of Science and Arts of Oklahoma,https://usao.edu/about/human-resources/careers-at-usao.html,3,unclear,links=4 inline=1 roles=1 paging=n iframes=0 text=6115
1087,Rogers State University,https://my.rsu.edu/ICS/RSU_Jobs/RSU_Employment_Opportunities.jnz,2,unclear,links=4 inline=0 roles=10 paging=n iframes=0 text=2852
1090,University of Central Oklahoma,https://www.uco.edu/offices/people-culture/hr/,1,unclear,links=1 inline=1 roles=1 paging=n iframes=0 text=4130
1093,Cameron University,https://jobs.silkroad.com/Cameron/Careers/jobs/1802,1,unclear,links=4 inline=0 roles=15 paging=n iframes=0 text=5460
1094,Randall University,https://ru.edu/about-randall/jobs/,2,blocked,links=3 inline=0 roles=3 paging=n iframes=0 text=4462 wall/challenge
1095,Bacone College,https://www.bacone.edu/job-openings/,0,blocked,page could not be fetched
1103,University of Tulsa,https://utulsa-ibvjjb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,0,looks-ok-now,links=8 inline=0 roles=0 paging=n iframes=0 text=744
1104,Southwestern Oklahoma State University,https://swosu.csod.com/ux/ats/careersite/4/home?c=swosu,3,unclear,links=5 inline=0 roles=3 paging=n iframes=0 text=1340
1105,Southern Oregon University,https://hrs.sou.edu/working-at-sou/search-jobs/,3,unclear,links=5 inline=0 roles=0 paging=n iframes=0 text=1840
1113,Linfield University,https://www.linfield.edu/humanresources/employment.html,1,iframe-listing,links=1 inline=0 roles=0 paging=n iframes=1 text=4464
1115,George Fox University,https://www.georgefox.edu/offices/hr/careers/index.html,3,looks-ok-now,links=8 inline=0 roles=5 paging=n iframes=0 text=7759
1118,Portland State University,https://jobs.hrc.pdx.edu/,1,unclear,links=7 inline=0 roles=0 paging=n iframes=0 text=2072
1119,Reed College,https://reed-college.breezy.hr/,0,unclear,links=6 inline=0 roles=0 paging=n iframes=0 text=2874
1121,Warner Pacific University,https://warnerpacific.catsone.com/careers/1611/jobs/16840743-Vice-President-for-Enrollment-Management-and-Marketing,2,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=13599
1122,Corban University,https://www.corban.edu/human-resources/,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=3913
1125,Cedar Crest College,https://www.paycomonline.net/v4/ats/web.php/portal/62D4FBF25A09F3EBE58345A7B7B899F9/career-page,0,blocked,links=10 inline=0 roles=4 paging=n iframes=0 text=5107 wall/challenge
1129,Neumann University,https://www.neumann.edu/about/humanresources/employment#Faculty,1,looks-ok-now,links=9 inline=5 roles=16 paging=n iframes=0 text=33500
1133,University of Pittsburgh-Bradford,https://cfopitt.taleo.net/careersection/pitt_staff_external/jobdetail.ftl?job=26003465&tz=GMT-04%3A00&tzname=America%2FNew_York,0,unclear,links=7 inline=0 roles=0 paging=n iframes=1 text=1251
1138,Wilson College,https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=04C041120ED4B4CA39C09ACAC69625CF,0,blocked,links=10 inline=0 roles=5 paging=n iframes=0 text=5254 wall/challenge
1142,Ursinus College,https://www.ursinus.edu/offices/human-resources/employment-opportunities/,2,unclear,links=4 inline=5 roles=6 paging=n iframes=0 text=4202
1145,Pennsylvania State University-Penn State Wilkes-Barre,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=ac1efd63d81001c8b2334232c701021c,2,unclear,links=3 inline=0 roles=1 paging=n iframes=0 text=1764
1146,Delaware Valley University,https://delval.edu/careers-delval,1,unclear,links=2 inline=0 roles=1 paging=n iframes=0 text=3966
1149,Lafayette College,http://hr.lafayette.edu/employment/job-opportunities/,3,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=3065
1152,Mercyhurst University,https://www.mercyhurst.edu/human-resources/jobs,1,inline-listing,links=2 inline=6 roles=35 paging=n iframes=0 text=33654
1154,Gettysburg College,https://www.gettysburg.edu/offices/provost/academic-positions/,1,unclear,links=3 inline=1 roles=3 paging=n iframes=0 text=2368
1155,Arcadia University,https://www.arcadia.edu/about-arcadia/offices-facilities-services/human-resources,2,unclear,links=4 inline=0 roles=0 paging=n iframes=0 text=17787
1156,Seton Hill University,https://www.setonhill.edu/success-after-seton-hill/your-career-team.html,1,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=3055
1158,Thiel College,https://www.thiel.edu/offices/human-resources/employment-opportunities,1,unclear,links=1 inline=0 roles=5 paging=n iframes=0 text=3138
1159,Gwynedd Mercy University,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=26d7eba1-7ff1-4642-a01e-31acc49de6f5&ccId=19000101_000001&lang=en_US,1,wrong-url,links=0 inline=0 roles=0 paging=n iframes=0 text=2809
1160,Harrisburg University of Science and Technology,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?lang=en_US&cid=d7d41d6e-e9f2-43e0-af0f-ac2146083d4f&ccId=19000101_000001,1,wrong-url,links=0 inline=0 roles=3 paging=n iframes=0 text=2664
1161,Haverford College,https://www.myworkday.com/haverford,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=311
1165,Indiana University of Pennsylvania-Main Campus,https://www.iup.edu/career/about/index.html,2,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=8340
1168,Keystone College,https://www.keystone.edu/jobs_at_keystone/,1,inline-listing,links=2 inline=5 roles=5 paging=n iframes=0 text=5366
1170,Cairn University-Langhorne,https://cairn.edu/hr/jobs/,2,inline-listing,links=3 inline=10 roles=10 paging=n iframes=0 text=6607
1171,Saint Vincent College,https://www.stvincent.edu/resources/careers.html,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=2282
1172,Pennsylvania State University-Penn State Fayette- Eberly,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=cbe735ea2e6d019fa0b439b4c5015712,2,inline-listing,links=3 inline=3 roles=5 paging=n iframes=0 text=1813
1175,Saint Francis University,https://www.francis.edu/about-us/employment,1,inline-listing,links=1 inline=0 roles=13 paging=n iframes=0 text=31262
1176,Pennsylvania State University-Penn State Greater Allegheny,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=e0040d8047ed01e51b54ca63c5016914,1,unclear,links=2 inline=1 roles=3 paging=n iframes=0 text=1720
1177,Allegheny College,https://alleghenycollege-ibwwjb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,0,unclear,links=6 inline=0 roles=0 paging=n iframes=0 text=737
1179,Pennsylvania State University-Penn State Brandywine,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=52f02272e496014b250d54acc501b917,3,unclear,links=4 inline=4 roles=5 paging=n iframes=0 text=1904
1183,Pennsylvania State University-Penn State Mont Alto,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=b0858b72065c01f8a82a5102c5011c13,3,unclear,links=4 inline=4 roles=7 paging=n iframes=0 text=1932
1186,Westminster College,https://my.westminster.edu/ics/Campus_Life/Campus_Groups/Human_Resources__Employment/Overview.jnz,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=2854
1191,Peirce College,https://www3.peirce.edu/about-peirce/additional-resources/careers-at-peirce,0,blocked,page could not be fetched
1195,University of Valley Forge,https://valleyforge.edu/careers-at-uvf/adjunct-instructor-in-person-masters-of-business-administration/,2,unclear,links=2 inline=0 roles=4 paging=n iframes=0 text=13235
1196,Carlow University,https://forms.office.com/r/pLvbzux3Wv,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=1160
1199,Duquesne University,https://www.duq.edu/work-at-du/index.php,3,unclear,links=4 inline=0 roles=1 paging=n iframes=0 text=11981
1201,Point Park University,https://www.pointpark.edu/careerready/index,3,unclear,links=6 inline=0 roles=0 paging=n iframes=0 text=2164
1202,University of Pittsburgh-Pittsburgh Campus,https://cfopitt.taleo.net/careersection/pitt_internal/jobsearch.ftl?lang=en&portal=10100023232,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=780
1204,Albright College,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=c4e80d96-7749-44bb-aa20-2c7594475725&ccId=19000101_000001&source=CC2&lang=en_US&selectedMenuKey=CurrentOpenings,1,wrong-url,links=0 inline=0 roles=2 paging=n iframes=0 text=2730
1207,Rosemont College,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=73e335b6-c8b9-44c9-bb2d-c83d54941069&ccId=9200074416396_2&lang=en_US&selectedMenuKey=CurrentOpenings,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=2877
1209,Pennsylvania State University-Penn State Schuylkill,https://psu.wd1.myworkdayjobs.com/PSU_Academic?locations=b0858b72065c016f25d63c02c5011713,2,inline-listing,links=3 inline=4 roles=4 paging=n iframes=0 text=1779
1210,Marywood University,https://www.marywood.edu/depts/human-resources/employment-opportunities/,1,unclear,links=4 inline=2 roles=3 paging=n iframes=0 text=24654
1223,West Chester University of Pennsylvania,https://www.wcupa.edu/hr/,2,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=2996
1224,King's College,https://www.kings.edu/human-resources/careers.html,2,inline-listing,links=2 inline=6 roles=19 paging=n iframes=0 text=38377
1229,Inter American University of Puerto Rico-Aguadilla,https://iaupr.elluciancrmrecruit.com/Apply/,0,no-listing-found,links=0 inline=0 roles=0 paging=y iframes=0 text=2216
1231,Inter American University of Puerto Rico-Arecibo,https://iaupr.elluciancrmrecruit.com/Apply/Account/Create,0,no-listing-found,links=0 inline=0 roles=0 paging=y iframes=0 text=48368
1233,University of Puerto Rico-Arecibo,https://upra.edu/recursos-humanos/convocatorias/,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=9344
1234,Inter American University of Puerto Rico-Barranquitas,https://iaupr.elluciancrmrecruit.com/Apply,0,no-listing-found,links=0 inline=0 roles=0 paging=y iframes=0 text=2216
1235,American University of Puerto Rico,https://aupr.edu/empleo-remunerado/,0,blocked,page could not be fetched
1237,Inter American University of Puerto Rico-Bayamon,https://www.inter.edu/en/department/bayamon/,1,unclear,links=1 inline=0 roles=1 paging=n iframes=0 text=5157
1238,University of Puerto Rico-Bayamon,https://www.upr.edu/ac/oficinas-adscritas/recursos-humanos/oficina-de-recursos-humanos-convocatorias/,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=6352
1239,Universidad Central de Bayamon,https://ucb.edu.pr/oficina-de-recursos-humanos/,2,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=5724
1241,Universidad Ana G. Mendez-Carolina Campus,https://jobs.uagm.edu/Home?lang=es,1,unclear,links=5 inline=0 roles=0 paging=n iframes=0 text=2696
1242,University of Puerto Rico-Carolina,https://carolina-upr-csm.symplicity.com/,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=273
1243,University of Puerto Rico at Cayey,https://www.cayey.upr.edu/oficina-de-recursos-humanos/,2,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=12562
1245,Inter American University of Puerto Rico-Guayama,https://iaupr.elluciancrmrecruit.com/Apply,0,no-listing-found,links=0 inline=0 roles=0 paging=y iframes=0 text=2216
1247,Universidad Ana G. Mendez-Gurabo Campus,https://jobs.uagm.edu/Home?lang=es,1,unclear,links=5 inline=0 roles=0 paging=n iframes=0 text=2696
1248,Universidad Politecnica de Puerto Rico,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=5388a0c5-18fe-449e-b500-098740269275&ccId=19000101_000001&type=JS&lang=en_US,1,no-listing-found,links=0 inline=0 roles=1 paging=n iframes=0 text=2629
1249,University of Puerto Rico-Humacao,https://www.uprh.edu/empleos/,1,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=4925
1250,American University of Puerto Rico,https://aupr.edu/empleo-remunerado/,0,blocked,page could not be fetched
1253,University of Puerto Rico-Mayaguez,https://www.eventbrite.com/e/38th-job-fair-tickets-1992770470120,0,wrong-url,links=0 inline=0 roles=0 paging=n iframes=0 text=3808
1254,Inter American University of Puerto Rico-Ponce,https://ponce.inter.edu/recursos-humanos-2/,2,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=5809
1258,Inter American University of Puerto Rico-San German,https://iaupr.elluciancrmrecruit.com/Apply,0,no-listing-found,links=0 inline=0 roles=0 paging=y iframes=0 text=2216
1260,Inter American University of Puerto Rico-Metro,https://iaupr.elluciancrmrecruit.com/Apply/Account/Create?returnUrl=%2FApply,0,no-listing-found,links=0 inline=0 roles=0 paging=y iframes=0 text=48368
1261,Universidad Ana G. Mendez-Cupey Campus,https://jobs.uagm.edu/Home?lang=es,1,unclear,links=5 inline=0 roles=0 paging=n iframes=0 text=2696
1263,Universidad del Sagrado Corazon,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=78334d6d-1342-4b7f-9674-a7916c71caa7&ccId=19000101_000001&lang=en_US,1,wrong-url,links=0 inline=0 roles=1 paging=n iframes=0 text=2811
1272,Bryant University,https://www.bryant.edu/why-bryant/career-outcomes,2,unclear,links=6 inline=0 roles=1 paging=n iframes=0 text=13386
1273,University of South Carolina Aiken,https://www.usca.edu/departments/human-resources/employment/internal-job-postings/,1,inline-listing,links=2 inline=15 roles=24 paging=n iframes=0 text=16971
1279,College of Charleston,https://charleston.edu/academic-affairs/faculty-careers.php,3,unclear,links=3 inline=0 roles=2 paging=n iframes=0 text=7087
1281,Presbyterian College,https://www.presby.edu/about/offices-and-services/human-resources/job-opportunities/,2,unclear,links=2 inline=0 roles=4 paging=n iframes=0 text=3439
1284,Columbia College,https://www.columbiasc.edu/academics/academic-career-support,3,unclear,links=4 inline=0 roles=1 paging=n iframes=0 text=13301
1288,Coastal Carolina University,https://www.coastal.edu:443/hreo/,2,unclear,links=2 inline=0 roles=1 paging=n iframes=0 text=4011
1297,Coker University,https://www.coker.edu/offices-services/careers/faculty-jobs/,1,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=5390
1298,Newberry College,https://www.newberry.edu/employment,1,inline-listing,links=2 inline=2 roles=41 paging=n iframes=0 text=42894
1307,Northern State University,https://northern.edu/about/departments/human-resources,1,unclear,links=2 inline=0 roles=0 paging=n iframes=0 text=2607
1310,South Dakota State University,https://www.sdstate.edu/human-resources/sdsu-employment,1,unclear,links=6 inline=1 roles=1 paging=n iframes=0 text=4989
1311,Dakota State University,https://dsu.edu/careers/benefits.html,1,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=4001
1312,Dakota Wesleyan University,https://www.dwu.edu/employment,2,unclear,links=2 inline=0 roles=1 paging=n iframes=0 text=5634
1314,South Dakota School of Mines and Technology,https://www.sdsmt.edu/about/offices-and-administration/human-resources/careers-at-mines.html,3,unclear,links=4 inline=0 roles=0 paging=n iframes=0 text=3265
1317,University of Sioux Falls,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=08ce06d2-27ab-4676-8c36-86d2c62ffacf&ccId=19000101_000001&lang=en_US,1,wrong-url,links=0 inline=0 roles=3 paging=n iframes=0 text=2974
1321,Tennessee Wesleyan University,https://www.tnwesleyan.edu/about/departments/human-resources/,2,inline-listing,links=2 inline=1 roles=9 paging=n iframes=0 text=11006
1323,The University of Tennessee-Chattanooga,https://fa-ewlq-saasfaprod1.fa.ocs.oraclecloud.com/fscmUI/faces/deeplink?objType=IRC_RECRUITING&action=ICE_JOB_SEARCH_RESP,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=1594
1324,Austin Peay State University,https://www.apsu.edu/human-resources/govs-suite.php,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=977
1327,Tennessee Technological University,https://jobs.tntech.edu/,1,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=744
1332,Lincoln Memorial University,https://www.peopleadmin.com/,0,unclear,links=3 inline=0 roles=0 paging=n iframes=0 text=5090
1337,East Tennessee State University,https://fa-evyu-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/,0,looks-ok-now,links=8 inline=0 roles=0 paging=n iframes=0 text=1106
1339,The University of Tennessee-Knoxville,https://hr.utk.edu/faculty-positions/,3,unclear,links=6 inline=0 roles=0 paging=n iframes=0 text=3461
1341,The University of Tennessee-Martin,https://www.utm.edu/offices-and-services/human-resources/employment-opportunities.php,1,unclear,links=1 inline=0 roles=2 paging=n iframes=0 text=4181
1342,Maryville College,https://www.maryvillecollege.edu/about/inside/human-resources/careers/,2,unclear,links=4 inline=1 roles=2 paging=n iframes=0 text=9334
1348,University of Memphis,https://workforum.memphis.edu/,1,looks-ok-now,links=8 inline=0 roles=0 paging=n iframes=0 text=958
1356,Vanderbilt University,https://www.vanderbilt.edu/work-at-vanderbilt/,3,unclear,links=4 inline=0 roles=0 paging=n iframes=0 text=4266
1361,McMurry University,https://oncampusdining.com/mcm/job-opportunities/,1,unclear,links=1 inline=0 roles=0 paging=y iframes=0 text=1307
1382,Texas Woman's University,https://twu.edu/humanresources/careers-at-twu/jobs/,0,no-listing-found,links=0 inline=0 roles=0 paging=n iframes=0 text=46
1385,The University of Texas at El Paso,https://utep.interviewexchange.com/static/clients/533UTM1/index.jsp,1,unclear,links=1 inline=0 roles=0 paging=n iframes=0 text=3289
1387,Texas Christian University,https://jobs.tcu.edu,1,unclear,links=4 inline=0 roles=1 paging=n iframes=0 text=3025
1394,Rice University,https://vpaa.rice.edu/faculty/open-positions,1,unclear,links=4 inline=0 roles=0 paging=n iframes=0 text=1172
1405,Schreiner University,https://schreiner.edu/careers/,0,looks-ok-now,links=12 inline=1 roles=1 paging=n iframes=0 text=6352
1414,Stephen F Austin State University,https://www.sfasu.edu/hr,1,unclear,links=1 inline=1 roles=1 paging=n iframes=0 text=4148
